County,Year,Deaths,Population,Crude Rate
"Northampton County, PA",2016,157,302294,51.9
"Northampton County, PA",2017,151,303405,49.8
"Northumberland County, PA",2013,84,94076,89.3
"Northumberland County, PA",2012,78,94428,82.6
"Northumberland County, PA",2017,73,92029,79.3
"Northumberland County, PA",2016,72,92541,77.8
"Northumberland County, PA",2015,69,93246,74.0
"Northumberland County, PA",2014,63,93944,67.1
"Nueces County, TX",2013,140,352107,39.8
"Nueces County, TX",2014,140,356221,39.3
"Nueces County, TX",2012,130,347691,37.4
"Nueces County, TX",2016,135,361350,37.4
"Nueces County, TX",2015,124,359715,34.5
"Nueces County, TX",2017,114,361221,31.6
"Nye County, NV",2013,64,42297,151.3
"Nye County, NV",2014,58,42282,137.2
"Nye County, NV",2012,52,42963,121.0
"Nye County, NV",2015,51,42477,120.1
"Nye County, NV",2016,48,43423,110.5
"Nye County, NV",2017,44,44202,99.5
"Oakland County, MI",2014,618,1237868,49.9
"Oakland County, MI",2013,569,1231640,46.2
"Oakland County, MI",2012,558,1220657,45.7
"Oakland County, MI",2015,560,1242304,45.1
"Oakland County, MI",2016,513,1243970,41.2
"Oakland County, MI",2017,513,1250836,41.0
"Obion County, TN",2014,35,30941,113.1
"Obion County, TN",2016,32,30578,104.7
"Obion County, TN",2012,27,31340,86.2
"Obion County, TN",2015,26,30639,84.9
"Obion County, TN",2013,20,31131,64.2
"Ocean County, NJ",2012,435,580470,74.9
"Ocean County, NJ",2014,435,586301,74.2
"Ocean County, NJ",2015,418,588721,71.0
"Ocean County, NJ",2016,405,592497,68.4
"Ocean County, NJ",2013,396,583414,67.9
"Ocean County, NJ",2017,397,597943,66.4
"Oceana County, MI",2015,25,26105,95.8
"Oceana County, MI",2017,22,26442,83.2
"Oceana County, MI",2016,21,26027,80.7
"Oconee County, SC",2012,62,74627,83.1
"Oconee County, SC",2014,62,75192,82.5
"Oconee County, SC",2017,62,77270,80.2
"Oconee County, SC",2015,59,75713,77.9
"Oconee County, SC",2016,50,76355,65.5
"Oconee County, SC",2013,44,75045,58.6
"Oconto County, WI",2014,28,37417,74.8
"Oconto County, WI",2016,28,37430,74.8
"Oconto County, WI",2017,27,37553,71.9
"Oconto County, WI",2012,25,37442,66.8
"Oconto County, WI",2013,23,37318,61.6
"Oconto County, WI",2015,20,37435,53.4
"Ogemaw County, MI",2016,29,20904,138.7
"Ogemaw County, MI",2014,27,21039,128.3
"Ogemaw County, MI",2012,22,21437,102.6
"Ogemaw County, MI",2013,21,21234,98.9
"Ogemaw County, MI",2017,20,20981,95.3
"Ogle County, IL",2015,40,51659,77.4
"Ogle County, IL",2013,35,52385,66.8
"Ogle County, IL",2016,32,51273,62.4
"Ogle County, IL",2012,32,52848,60.6
"Ogle County, IL",2014,29,52085,55.7
"Ogle County, IL",2017,28,51063,54.8
"Ohio County, KY",2012,33,24075,137.1
"Ohio County, KY",2015,32,24216,132.1
"Ohio County, KY",2014,27,23977,112.6
"Ohio County, KY",2016,23,24378,94.3
"Ohio County, KY",2013,22,23988,91.7
"Ohio County, WV",2016,36,42516,84.7
"Ohio County, WV",2012,37,44075,83.9
"Ohio County, WV",2014,34,43328,78.5
"Ohio County, WV",2017,33,42035,78.5
"Ohio County, WV",2013,34,43727,77.8
"Ohio County, WV",2015,33,43066,76.6
"Okaloosa County, FL",2015,143,198664,72.0
"Okaloosa County, FL",2012,128,190083,67.3
"Okaloosa County, FL",2016,120,201170,59.7
"Okaloosa County, FL",2017,119,202970,58.6
"Okaloosa County, FL",2013,110,193811,56.8
"Okaloosa County, FL",2014,108,196512,55.0
"Okanogan County, WA",2014,42,41290,101.7
"Okanogan County, WA",2015,31,41516,74.7
"Okanogan County, WA",2013,28,41193,68.0
"Okanogan County, WA",2017,28,41742,67.1
"Okanogan County, WA",2016,27,41554,65.0
"Okanogan County, WA",2012,22,41275,53.3
"Okeechobee County, FL",2013,50,39330,127.1
"Okeechobee County, FL",2017,43,41605,103.4
"Okeechobee County, FL",2015,37,39469,93.7
"Okeechobee County, FL",2012,30,39467,76.0
"Okeechobee County, FL",2014,29,39149,74.1
"Okeechobee County, FL",2016,29,40314,71.9
"Oklahoma County, OK",2013,459,755245,60.8
"Oklahoma County, OK",2014,404,766215,52.7
"Oklahoma County, OK",2012,385,741781,51.9
"Oklahoma County, OK",2016,393,782970,50.2
"Oklahoma County, OK",2015,385,776864,49.6
"Oklahoma County, OK",2017,374,787958,47.5
"Okmulgee County, OK",2014,39,39095,99.8
"Okmulgee County, OK",2015,39,39187,99.5
"Okmulgee County, OK",2013,37,39438,93.8
"Okmulgee County, OK",2012,37,39625,93.4
"Okmulgee County, OK",2016,34,39213,86.7
"Okmulgee County, OK",2017,31,38930,79.6
"Oktibbeha County, MS",2012,23,48192,47.7
"Oktibbeha County, MS",2017,21,49799,42.2
"Oldham County, KY",2013,33,62364,52.9
"Oldham County, KY",2015,30,64875,46.2
"Oldham County, KY",2014,26,63490,41.0
"Oldham County, KY",2017,27,66415,40.7
"Oldham County, KY",2012,22,61412,35.8
"Oldham County, KY",2016,21,65560,32.0
"Olmsted County, MN",2012,57,147066,38.8
"Olmsted County, MN",2017,56,154930,36.1
"Olmsted County, MN",2015,45,151436,29.7
"Olmsted County, MN",2014,44,150287,29.3
"Olmsted County, MN",2013,40,149226,26.8
"Olmsted County, MN",2016,39,153102,25.5
"Oneida County, NY",2013,170,233585,72.8
"Oneida County, NY",2012,159,233556,68.1
"Oneida County, NY",2015,158,232500,68.0
"Oneida County, NY",2016,141,231190,61.0
"Oneida County, NY",2017,140,231332,60.5
"Oneida County, NY",2014,127,232871,54.5
"Oneida County, WI",2015,40,35567,112.5
"Oneida County, WI",2017,39,35254,110.6
"Oneida County, WI",2014,31,35563,87.2
"Oneida County, WI",2013,31,35689,86.9
"Oneida County, WI",2016,28,35601,78.6
"Oneida County, WI",2012,24,35714,67.2
"Onondaga County, NY",2014,282,468196,60.2
"Onondaga County, NY",2012,275,466852,58.9
"Onondaga County, NY",2013,276,468387,58.9
"Onondaga County, NY",2015,266,468463,56.8
"Onondaga County, NY",2016,242,466194,51.9
"Onondaga County, NY",2017,236,465398,50.7
"Onslow County, NC",2017,95,193893,49.0
"Onslow County, NC",2015,85,186311,45.6
"Onslow County, NC",2016,84,187136,44.9
"Onslow County, NC",2013,81,185220,43.7
"Onslow County, NC",2014,74,187589,39.4
"Onslow County, NC",2012,70,183263,38.2
"Ontario County, NY",2015,85,109561,77.6
"Ontario County, NY",2016,73,109828,66.5
"Ontario County, NY",2013,71,109103,65.1
"Ontario County, NY",2012,67,108519,61.7
"Ontario County, NY",2017,58,109899,52.8
"Ontario County, NY",2014,54,109707,49.2
"Orange County, CA",2012,978,3090132,31.6
"Orange County, CA",2013,968,3114363,31.1
"Orange County, CA",2015,978,3169776,30.9
"Orange County, CA",2017,908,3190400,28.5
"Orange County, CA",2014,893,3145515,28.4
"Orange County, CA",2016,892,3172532,28.1
"Orange County, FL",2012,418,1202234,34.8
"Orange County, FL",2013,414,1225267,33.8
"Orange County, FL",2016,418,1314367,31.8
"Orange County, FL",2014,395,1253001,31.5
"Orange County, FL",2015,397,1288126,30.8
"Orange County, FL",2017,397,1348975,29.4
"Orange County, IN",2017,21,19426,108.1
"Orange County, NC",2014,62,140420,44.2
"Orange County, NC",2016,55,141796,38.8
"Orange County, NC",2015,54,141354,38.2
"Orange County, NC",2012,46,137941,33.3
"Orange County, NC",2013,46,140352,32.8
"Orange County, NC",2017,39,144946,26.9
"Orange County, NY",2014,177,376099,47.1
"Orange County, NY",2013,171,375592,45.5
"Orange County, NY",2016,168,379210,44.3
"Orange County, NY",2012,157,374512,41.9
"Orange County, NY",2015,153,377647,40.5
"Orange County, NY",2017,144,382226,37.7
"Orange County, TX",2014,69,83433,82.7
"Orange County, TX",2013,64,82957,77.1
"Orange County, TX",2016,59,84964,69.4
"Orange County, TX",2012,53,82977,63.9
"Orange County, TX",2015,49,84260,58.2
"Orange County, TX",2017,47,85047,55.3
"Orange County, VA",2016,33,35533,92.9
"Orange County, VA",2014,24,35026,68.5
"Orange County, VA",2015,24,35385,67.8
